,reaction_id,description,EC_number,reaction_elemental_balance,new_reaction_enter_db,reaction_equation,reaction,reaction_formula,old_database_dG0prime (kcal/mol),old_database_reaction_type,old_database_elemental_balance,Jankowski_drG0_prime(kcal/mol)_pH7_I0_1M,Jankowski_SE(dGr)(kcal/mol),Jankowski_Reason,pH_7.0_dG0_prime (kJ/mol),pH_7.0_dG0_prime (kcal/mol),pH_7.0_dG0_std (kJ/mol),pH_7.0_dG0_std (kcal/mol),pH_7.0_sqrt_Sigma (kJ/mol),dG_cannot_estimate_by_component_contribution,pH_7.0_dG_prime_lo (kJ/mol),pH_7.0_dG_prime_up (kJ/mol),rxntype_curated,rxntype_from_dG,reaction_type,lower_bound (mmol/gDW h),upper_bound (mmol/gDW h),specific_activity,reversed_specific_activity
5656,R09135,"2,3,5-trichlorodienelactone lyase (decyclizing)",5.5.1.7,All balanced,1,"Tetrachloro-cis,cis-muconate <=> 2,3,5-Trichlorodienelactone + Hydrochloric ac",C18241 <=> C18242 + C01327,C6H2Cl4O4 <=> C6HCl3O4 + HCl,1000000.0,1.0,All balanced,,,,1.224252729,0.292603747747374,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,1.429835832947887,1.429835832947887
5657,R09136,"2,3,5-trichlorodienelactone lactonohydrolase",3.1.1.45,All balanced,1,"2,3,5-Trichlorodienelactone + H2O <=> 2,3,5-Trichloromaleylacetate",C18242 + C00001 <=> C18243,C6HCl3O4 + H2O <=> C6H3Cl3O5,1000000.0,1.0,All balanced,,,,137.6301444,32.8944302924664,100000.11086024,23900.60011,100000.0005,1,0.0,0.0,,1,1,-1000,1000,2.442848555809588,2.442848555809588
5658,R09137,"2,4-dichloro-3-oxoadipate:NAD+ oxidoreductase",1.3.1.32,All balanced,1,"2,3,5-Trichloromaleylacetate + 2 NADH + 2 H+ <=> 2,4-Dichloro-3-oxoadipate + 2 NAD+ + Hydrochloric ac",C18243 + 2 C00004 + 2 C00080 <=> C18244 + 2 C00003 + C01327,C6H3Cl3O5 + 2 C21H29N7O14P2 + 2 H <=> C6H6Cl2O5 + 2 C21H28N7O14P2 + HCl,1000000.0,1.0,COPNS balanced. H (1.0),,,,43.59402263,10.4192329727058,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,1.537297459857252,1.537297459857252
5659,R09138,"2,4-dichloro-3-oxoadipate:NADP+ oxidoreductase",1.3.1.32,All balanced,1,"2,3,5-Trichloromaleylacetate + 2 NADPH + 2 H+ <=> 2,4-Dichloro-3-oxoadipate + 2 NADP+ + Hydrochloric ac",C18243 + 2 C00005 + 2 C00080 <=> C18244 + 2 C00006 + C01327,C6H3Cl3O5 + 2 C21H30N7O17P3 + 2 H <=> C6H6Cl2O5 + 2 C21H29N7O17P3 + HCl,1000000.0,1.0,COPNS balanced. H (1.0),,,,48.47526881,11.5858800972029,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,1.537297459857252,1.537297459857252
5660,R09140,"(2E,6E)-farnesyl-diphosphate diphosphate-lyase (8-epi-cedrol-forming)",4.2.3.39,All balanced,1,"trans,trans-Farnesyl diphosphate + H2O <=> 8-epi-Cedrol + Diphosphate",C00448 + C00001 <=> C18245 + C00013,C15H28O7P2 + H2O <=> C15H26O + H4P2O7,1000000.0,1.0,All balanced,,,,-42.85219119,-10.2419308075571,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,4.483180017731192,4.483180017731192
5661,R09141,R09141,1.14.13.25;1.14.13.-,All balanced,1,Trichloroethene + NADH + H+ + Oxygen <=> TCE epoxide + NAD+ + H2O,C06790 + C00004 + C00080 + C00007 <=> C11148 + C00003 + C00001,C2HCl3 + C21H29N7O14P2 + H + O2 <=> C2HCl3O + C21H28N7O14P2 + H2O,-416.5,3.0,Not balanced: O,,,,-420.6880576,-100.546969894746,6.169534120096,1.474554044,6.169527309,0,-472.0572848,-329.3649871,,0,0,0,1000,0.9524257407476713,1.714658649751515e-74
5662,R09148,R09148,1.14.13.25,All balanced,1,"1,1,1-Trichloroethane + NADH + H+ + Oxygen <=> Trichloroethanol + NAD+ + H2O",C18246 + C00004 + C00080 + C00007 <=> C07490 + C00003 + C00001,C2H3Cl3 + C21H29N7O14P2 + H + O2 <=> C2H3Cl3O + C21H28N7O14P2 + H2O,-385.8,0.0,Not balanced: O,,,,-367.1856137,-87.7595647879822,4.873414173328,1.164773942,4.873408793,0,-418.5548409,-275.8625432,,0,0,0,1000,0.1852084316702562,7.962353174019379e-66
5663,R09149,R09149,1.1.-.-,COPNS balanced. H (-2.0),1,Trichloroethanol <=> Chloral,C07490 <=> C14866,C2H3Cl3O <=> C2HCl3O,1000000.0,1.0,COPNS balanced. H (-2.0),,,,-41.01729987,-9.80338077272922,0.842382263512,0.201334193,0.842381335,0,-69.55575941,-12.47884034,,0,0,0,1000,,
5664,R09151,"trichloroethene,NADH:oxygen oxidoreductase (glyoxylate-forming)",1.14.12.11,All balanced,1,Trichloroethene + Oxygen + H2O + NADH + H+ <=> Glyoxylate + 3 Hydrochloric acid + NAD+,C06790 + C00007 + C00001 + C00004 + C00080 <=> C00048 + 3 C01327 + C00003,C2HCl3 + O2 + H2O + C21H29N7O14P2 + H <=> C2H2O3 + 3 HCl + C21H28N7O14P2,1000000.0,1.0,Not balanced: O,,,,-122.2583246,-29.2204731293476,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.136532192012984,0.136532192012984
5665,R09152,"trichloroethene,NADH:oxygen oxidoreductase (formate-forming)",1.14.12.11,All balanced,1,Trichloroethene + Oxygen + 2 H2O + NADH + H+ <=> 2 Formate + 3 Hydrochloric acid + NAD+,C06790 + C00007 + 2 C00001 + C00004 + C00080 <=> 2 C00058 + 3 C01327 + C00003,C2HCl3 + O2 + 2 H2O + C21H29N7O14P2 + H <=> 2 CH2O2 + 3 HCl + C21H28N7O14P2,1000000.0,3.0,COPNS balanced. H (4.0),,,,-163.422668,-39.058998188008,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.136532192012984,0.136532192012984
5666,R09154,R09154,1.97.1.-,COPNS balanced. H (2.0),1,"1,1,1-Trichloroethane <=> 1,1-Dichloroethane + Hydrochloric ac",C18246 <=> C18247 + C01327,C2H3Cl3 <=> C2H4Cl2 + HCl,1000000.0,1.0,COPNS balanced. H (2.0),,,,39.93462091,9.54461400521546,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5667,R09155,R09155,1.97.1.-,COPNS balanced. H (2.0),1,"1,1-Dichloroethane <=> Chloroethane + Hydrochloric ac",C18247 <=> C18248 + C01327,C2H4Cl2 <=> C2H5Cl + HCl,1000000.0,1.0,COPNS balanced. H (2.0),,,,39.93462091,9.54461400521546,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5668,R09157,R09157,3.8.1.-,All balanced,1,Trichloroacetate + 2 H2O <=> Oxalate + 3 Hydrochloric ac,C11150 + 2 C00001 <=> C00209 + 3 C01327,C2HCl3O2 + 2 H2O <=> C2H2O4 + 3 HCl,1000000.0,1.0,All balanced,,,,-165.8604513,-39.6416430234078,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.4781425940898683,
5669,R09159,R09159,1.14.12.12,All balanced,1,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-9,10-dihydrodiol + NAD+",C07535 + C00007 + C00004 + C00080 <=> C18276 + C00003,C20H12 + O2 + C21H29N7O14P2 + H <=> C20H14O2 + C21H28N7O14P2,1000000.0,1.0,COPNS balanced. H (1.0),,,,-351.2285506,-83.9457309647036,6.370544923336,1.522596779,6.37053789,0,-402.5977778,-259.9054801,,0,0,0,1000,0.2120080381676272,5.81271101366318e-63
5670,R09160,R09160,1.14.12.-,All balanced,1,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-7,8-dihydrodiol + NAD+",C07535 + C00007 + C00004 + C00080 <=> C18275 + C00003,C20H12 + O2 + C21H29N7O14P2 + H <=> C20H14O2 + C21H28N7O14P2,1000000.0,1.0,COPNS balanced. H (1.0),,,,-351.2285512,-83.9457311081072,6.370544923336,1.522596779,6.37053789,0,-402.5977784,-259.9054807,,0,0,0,1000,0.9740126155576638,
5671,R09161,R09161,1.14.-.-,COPNS balanced. H (2.0),1,"Pyrene + Oxygen <=> cis-4,5-Dihydroxy-4,5-dihydropyrene",C14335 + C00007 <=> C18249,C16H10 + O2 <=> C16H12O2,1000000.0,1.0,COPNS balanced. H (2.0),,,,-315.1480146,-75.3222663774876,5.192973951408,1.241150562,5.192968217,0,-337.9787822,-252.3634036,,0,0,0,1000,,
5672,R09162,"cis-4,5-Dihydroxy-4,5-dihydropyrene:NAD+ 4,5-oxidoreductase",1.3.1.29,All balanced,1,"cis-4,5-Dihydroxy-4,5-dihydropyrene + NAD+ <=> 4,5-Dihydroxypyrene + NADH + H+",C18249 + C00003 <=> C18250 + C00004 + C00080,C16H12O2 + C21H28N7O14P2 <=> C16H10O2 + C21H29N7O14P2 + H,1000000.0,1.0,All balanced,,,,-43.49470033,-10.395494347072,5.210840388712,1.245420743,5.210834637,0,-100.5716194,13.58221875,,1,1,-1000,1000,0.3421400360898254,8.110980186198234e-09
5673,R09163,R09163,1.13.11.-,All balanced,1,"4,5-Dihydroxypyrene + Oxygen <=> Phenanthrene-4,5-dicarboxylate",C18250 + C00007 <=> C18252,C16H10O2 + O2 <=> C16H10O4,-609.9,0.0,All balanced,,,,-361.2166084,-86.3329367072504,200000.22088368,47801.20002,200000.0001,1,0.0,0.0,,1,1,-1000,1000,1.665266108653318,
5674,R09164,R09164,4.1.1.-,All balanced,1,"Phenanthrene-4,5-dicarboxylate <=> Phenanthrene-4-carboxylate + CO2",C18252 <=> C18253 + C00011,C16H10O4 <=> C15H10O2 + CO2,1.5,1.0,All balanced,,,,-9.789110065,-2.33965604019539,3.329817521792,0.795845488,3.329813844,0,-72.57372105,13.04165757,,1,1,-1000,1000,1.455622895145211,
5675,R09165,R09165,1.14.12.-,All balanced,1,"Phenanthrene-4-carboxylate + Oxygen + NADH + H+ <=> cis-3,4-Phenanthrenedihydrodiol-4-carboxylate + NAD+",C18253 + C00007 + C00004 + C00080 <=> C18256 + C00003,C15H10O2 + O2 + C21H29N7O14P2 + H <=> C15H12O4 + C21H28N7O14P2,-310.6,0.0,COPNS balanced. H (1.0),,,,-352.0291753,-84.1370850717518,6.32505731632,1.51172498,6.325050333,0,-403.3984024,-260.7061047,,0,0,0,1000,0.9740126155576638,
5676,R09166,R09166,1.3.-.-,COPNS balanced. H (-2.0),1,"cis-3,4-Phenanthrenedihydrodiol-4-carboxylate <=> Phenanthrene-3,4-diol + CO2",C18256 <=> C03164 + C00011,C15H12O4 <=> C14H10O2 + CO2,1000000.0,1.0,Not balanced: O,,,,-145.8730731,-34.8645397093386,7.194336653952,1.719487728,7.194328711,0,-208.6576841,-123.0423055,,0,0,0,1000,,
5677,R09167,R09167,1.14.-.-,COPNS balanced. H (2.0),1,"Pyrene + Oxygen <=> Pyrene-4,5-oxide + H2O",C14335 + C00007 <=> C18254 + C00001,C16H10 + O2 <=> C16H10O + H2O,1000000.0,1.0,Not balanced: O,,,,81.09339936,19.3818090074362,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5678,R09168,R09168,3.3.2.-,All balanced,1,"Pyrene-4,5-oxide + H2O <=> trans-4,5-Dihydroxy-4,5-dihydropyrene",C18254 + C00001 <=> C18255,C16H10O + H2O <=> C16H12O2,1000000.0,1.0,All balanced,,,,-3.08e-06,-7.3613848e-07,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0,
5679,R09169,R09169,1.14.-.-,COPNS balanced. H (2.0),1,"Pyrene + Oxygen <=> Pyrene-1,2-oxide + H2O",C14335 + C00007 <=> C18267 + C00001,C16H10 + O2 <=> C16H10O + H2O,1000000.0,1.0,Not balanced: O,,,,81.09339936,19.3818090074362,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5680,R09170,R09170,,All balanced,1,"Pyrene-1,2-oxide <=> 1-Hydroxypyrene",C18267 <=> C14519,C16H10O <=> C16H10O,1000000.0,1.0,All balanced,,,,-0.012808288,-0.003061257681728,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5681,R09171,R09171,1.14.-.-,COPNS balanced. H (2.0),1,"1-Hydroxypyrene + Oxygen <=> 1-Hydroxypyrene-6,7-oxide + H2O",C14519 + C00007 <=> C18265 + C00001,C16H10O + O2 <=> C16H10O2 + H2O,1000000.0,1.0,Not balanced: O,,,,81.07559308,19.3775531996785,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5682,R09172,R09172,,All balanced,1,"1-Hydroxypyrene-6,7-oxide <=> 1,6-Dihydroxypyrene",C18265 <=> C18263,C16H10O2 <=> C16H10O2,1000000.0,1.0,All balanced,,,,0.004422994,0.001057122103964,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5683,R09173,R09173,,COPNS balanced. H (-2.0),1,"1,6-Dihydroxypyrene <=> Pyrene-1,6-dione",C18263 <=> C18257,C16H10O2 <=> C16H8O2,1000000.0,1.0,COPNS balanced. H (-2.0),,,,34.03034318,8.13345620207908,10.71669727008,2.56135212,10.71668544,0,5.491883644,62.56880272,,2,2,-1000,0,,
5684,R09174,R09174,1.14.-.-,COPNS balanced. H (2.0),1,"1-Hydroxypyrene + Oxygen <=> 1-Hydroxypyrene-7,8-oxide + H2O",C14519 + C00007 <=> C18266 + C00001,C16H10O + O2 <=> C16H10O2 + H2O,1000000.0,1.0,Not balanced: O,,,,81.07488446,19.3773838352468,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5685,R09175,R09175,,All balanced,1,"1-Hydroxypyrene-7,8-oxide <=> 1,8-Dihydroxypyrene",C18266 <=> C18264,C16H10O2 <=> C16H10O2,1000000.0,1.0,All balanced,,,,0.00513161,0.00122648557966,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5686,R09176,R09176,,COPNS balanced. H (-2.0),1,"1,8-Dihydroxypyrene <=> Pyrene-1,8-dione",C18264 <=> C18258,C16H10O2 <=> C16H8O2,1000000.0,1.0,COPNS balanced. H (-2.0),,,,34.03034318,8.13345620207908,10.71669727008,2.56135212,10.71668544,0,5.491883644,62.56880272,,2,2,-1000,0,,
5687,R09177,R09177,2.1.1.-,All balanced,1,1-Hydroxypyrene + S-Adenosyl-L-methionine <=> 1-Methoxypyrene + S-Adenosyl-L-homocysteine,C14519 + C00019 <=> C18259 + C00021,C16H10O + C15H22N6O5S <=> C17H12O + C14H20N6O5S,1000000.0,1.0,All balanced,,,,-8.946322381,-2.13822472699329,100000.11048368,23900.60002,100000.0001,1,0.0,0.0,,1,1,-1000,1000,0.0,
5688,R09178,R09178,1.14.-.-,COPNS balanced. H (2.0),1,"1-Methoxypyrene + Oxygen <=> 1-Methoxypyrene-6,7-oxide + H2O",C18259 + C00007 <=> C18262 + C00001,C17H12O + O2 <=> C17H12O2 + H2O,1000000.0,1.0,Not balanced: O,,,,81.09339936,19.3818090074362,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5689,R09179,R09179,,All balanced,1,"1-Methoxypyrene-6,7-oxide <=> 1-Hydroxy-6-methoxypyrene",C18262 <=> C18261,C17H12O2 <=> C17H12O2,1000000.0,1.0,All balanced,,,,-0.012808288,-0.003061257681728,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5690,R09182,R09182,,COPNS balanced. H (-2.0),1,"Benzo[a]pyrene-cis-7,8-dihydrodiol + Oxygen <=> cis-4-(7-Hydroxtpyren-8-yl)-2-oxobut-3-enoate",C18275 + C00007 <=> C18271,C20H14O2 + O2 <=> C20H12O4,1000000.0,1.0,COPNS balanced. H (-2.0),,,,-434.605806,-103.873395268836,7.808559489656,1.866290509,7.80855087,0,-457.4365736,-371.821195,,0,0,0,1000,,
5691,R09183,R09183,1.3.1.29,All balanced,1,"Benzo[a]pyrene-cis-9,10-dihydrodiol + NAD+ <=> 9,10-Dihydroxybenzo[a]pyrene + NADH + H+",C18276 + C00003 <=> C18278 + C00004 + C00080,C20H14O2 + C21H28N7O14P2 <=> C20H12O2 + C21H29N7O14P2 + H,-20.6,1.0,All balanced,,,,-71.52413309,-17.0946969533085,6.311626588456,1.508514959,6.311619619,0,-128.6010522,-14.44721401,,0,0,0,1000,0.3421400360898254,1.002174451847304e-13
5692,R09184,"9,10-dihydroxybenzo[a]pyrene:oxygen 10,10a-oxidoreductase (decyclizing)",1.13.11.-,All balanced,1,"9,10-Dihydroxybenzo[a]pyrene + Oxygen <=> cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate",C18278 + C00007 <=> C18272,C20H12O2 + O2 <=> C20H12O4,-473.2,0.0,All balanced,,,,-299.019515,-71.46745820209,7.457076117928,1.782283967,7.457067887,0,-321.8502827,-236.234904,,0,0,0,1000,1.665266108653318,
5693,R09185,R09185,4.1.3.-,All balanced,1,cis-4-(8-Hydroxypyren-7-yl)-2-oxobut-3-enoate <=> 10-Oxabenzo[def]chrysen-9-one + Formate,C18272 <=> C18281 + C00058,C20H12O4 <=> C19H10O2 + CH2O2,1000000.0,1.0,All balanced,,,,249.7834916,59.6997531933496,100000.11056736,23900.60004,100000.0002,1,0.0,0.0,,1,1,-1000,1000,1.455622895145211,
5694,R09186,"2-dehydro-3-deoxy-D-arabinonate hydro-lyase (2,5-dioxopentanoate-forming)",4.2.1.141,All balanced,1,"2-Dehydro-3-deoxy-D-xylonate <=> 2,5-Dioxopentanoate + H2O",C03826 <=> C00433 + C00001,C5H8O5 <=> C5H6O4 + H2O,-36.0,0.0,All balanced,,,,-39.43010222,-9.42403101119332,1.267213996176,0.302871414,1.267212599,0,-67.96856176,-10.89164268,,0,0,0,1000,4.483180017731192,5.560912835151756e-07
5695,R09189,S-adenosyl-L-methionine:pretetramid C-methyltransferase,2.1.1.-,All balanced,1,S-Adenosyl-L-methionine + Pretetramid <=> S-Adenosyl-L-homocysteine + 6-Methylpretetramide,C00019 + C18295 <=> C00021 + C06629,C15H22N6O5S + C19H13NO6 <=> C14H20N6O5S + C20H15NO6,1000000.0,1.0,All balanced,,,,-13.22768579,-3.16149626992474,100000.11052552,23900.60003,100000.0001,1,0.0,0.0,,1,1,-1000,1000,0.0,
5696,R09190,R09190,1.14.-.-,All balanced,1,6-Methylpretetramide + 2 NADPH + 2 H+ + 2 Oxygen <=> 4-Keto-anhydrotetracycline + 2 NADP+ + 2 H2O,C06629 + 2 C00005 + 2 C00080 + 2 C00007 <=> C06627 + 2 C00006 + 2 C00001,C20H15NO6 + 2 C21H30N7O17P3 + 2 H + 2 O2 <=> C20H15NO8 + 2 C21H29N7O17P3 + 2 H2O,1000000.0,3.0,Not balanced: O,,,,-684.0623766,-163.49501238166,100000.11111128,23900.60017,100000.0007,1,0.0,0.0,,1,1,-1000,1000,0.9740126155576639,0.9740126155576639
5697,R09191,S-adenosyl-L-methionine:4-amino-anhydrotetracycline N-methyltransferase,2.1.1.-,All balanced,1,4-Amino-anhydrotetracycline + 2 S-Adenosyl-L-methionine <=> Anhydrotetracycline + 2 S-Adenosyl-L-homocysteine,C06654 + 2 C00019 <=> C02811 + 2 C00021,C20H18N2O7 + 2 C15H22N6O5S <=> C22H22N2O7 + 2 C14H20N6O5S,1000000.0,1.0,All balanced,,,,-80.55418904,-19.2529345056942,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0,0
5698,R09192,R09192,,All balanced,1,"5a,11a-Dehydrooxytetracycline + NADPH + H+ <=> Oxytetracycline + NADP+",C18296 + C00005 + C00080 <=> C06624 + C00006,C22H22N2O9 + C21H30N7O17P3 + H <=> C22H24N2O9 + C21H29N7O17P3,1000000.0,1.0,COPNS balanced. H (1.0),,,,-9.245814205,-2.20980506988023,14.125131080768,3.375987352,14.12511549,0,-66.32273328,47.83110487,,1,1,-1000,1000,2.292765842371284,0.05372289121555045
5699,R09193,"anhydrochlortetracycline,NADPH:oxygen oxidoreductase (6-hydroxylating)",1.14.13.38,All balanced,1,"Anhydrochlortetracycline + Oxygen + NADPH + H+ <=> 5a,11a-Dehydrochlortetracycline + NADP+ + H2O",C18297 + C00007 + C00005 + C00080 <=> C18298 + C00006 + C00001,C22H21ClN2O7 + O2 + C21H30N7O17P3 + H <=> C22H21ClN2O8 + C21H29N7O17P3 + H2O,1000000.0,1.0,All balanced,,,,86.21847583,20.606733034225,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0564406890535937,0.0564406890535937
5700,R09194,R09194,,All balanced,1,"5a,11a-Dehydrochlortetracycline + NADPH + H+ <=> Chlortetracycline + NADP+",C18298 + C00005 + C00080 <=> C06571 + C00006,C22H21ClN2O8 + C21H30N7O17P3 + H <=> C22H23ClN2O8 + C21H29N7O17P3,1000000.0,1.0,COPNS balanced. H (1.0),,,,2.487742805,0.59458545685183,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,,
5701,R09195,malonyl-CoA:L-glutamine amido-ligase (AMP-forming),6.3.5.-,All balanced,1,ATP + Malonyl-CoA + L-Glutamine + H2O <=> AMP + Diphosphate + Malonamoyl-CoA + L-Glutamate,C00002 + C00083 + C00064 + C00001 <=> C00020 + C00013 + C06625 + C00025,C10H16N5O13P3 + C24H38N7O19P3S + C5H10N2O3 + H2O <=> C10H14N5O7P + H4P2O7 + C24H39N8O18P3S + C5H9NO4,-32.6,1.0,All balanced,,,,-28.60661043,-6.83715153243258,2.46941182056,0.59020359,2.469409095,0,-148.4681405,51.30107628,,1,1,-1000,1000,0.6185913015543265,
5702,R09200,S-adenosyl-L-methionine:4-aminoanhydrochlortetracycline N-methyltransferase,2.1.1.-,All balanced,1,4-Aminoanhydrochlortetracycline + 2 S-Adenosyl-L-methionine <=> Anhydrochlortetracycline + 2 S-Adenosyl-L-homocysteine,C18299 + 2 C00019 <=> C18297 + 2 C00021,C20H17ClN2O7 + 2 C15H22N6O5S <=> C22H21ClN2O7 + 2 C14H20N6O5S,1000000.0,1.0,All balanced,,,,-122.7609593,-29.3406058384558,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0,
5703,R09201,R09201,1.14.12.-,All balanced,1,"2,4-Dichlorotoluene + NADH + Oxygen + H+ <=> 4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene + NAD+",C18300 + C00004 + C00007 + C00080 <=> C18301 + C00003,C7H6Cl2 + C21H29N7O14P2 + O2 + H <=> C7H8Cl2O2 + C21H28N7O14P2,1000000.0,1.0,COPNS balanced. H (1.0),,,,-479.8422842,-114.685184977505,200000.2210092,47801.20005,200000.0002,1,0.0,0.0,,1,1,-1000,1000,0.9740126155576638,
5704,R09204,R09204,1.14.12.-,All balanced,1,"Benzo[a]pyrene + Oxygen + NADH + H+ <=> Benzo[a]pyrene-cis-4,5-dihydrodiol + NAD+",C07535 + C00007 + C00004 + C00080 <=> C18270 + C00003,C20H12 + O2 + C21H29N7O14P2 + H <=> C20H14O2 + C21H28N7O14P2,1000000.0,1.0,COPNS balanced. H (1.0),,,,-379.2858313,-90.6515893956878,5.222688326112,1.248252468,5.222682559,0,-430.6550585,-287.9627608,,0,0,0,1000,0.9740126155576638,
5705,R09205,R09205,1.3.-.-,COPNS balanced. H (-2.0),1,"Benzo[a]pyrene-cis-4,5-dihydrodiol <=> 4,5-Dihydroxybenzo[a]pyrene",C18270 <=> C18279,C20H14O2 <=> C20H12O2,1000000.0,1.0,COPNS balanced. H (-2.0),,,,-107.6360507,-25.7256619336042,5.181058065848,1.238302597,5.181052345,0,-136.1745102,-79.09759112,,0,0,0,1000,,
5706,R09206,R09206,1.13.11.-,All balanced,1,"4,5-Dihydroxybenzo[a]pyrene + Oxygen <=> 4,5-Chrysenedicarboxylate",C18279 + C00007 <=> C18277,C20H12O2 + O2 <=> C20H12O4,-609.9,0.0,All balanced,,,,-361.2130157,-86.3320780303942,200000.22088368,47801.20002,200000.0001,1,0.0,0.0,,1,1,-1000,1000,1.665266108653318,
5707,R09207,R09207,4.1.1.-,All balanced,1,"4,5-Chrysenedicarboxylate <=> 4-Chrysenecarboxylate + CO2",C18277 <=> C18283 + C00011,C20H12O4 <=> C19H12O2 + CO2,1.5,1.0,All balanced,,,,-9.789168852,-2.33967009064111,3.329817521792,0.795845488,3.329813844,0,-72.57377984,13.04159878,,1,1,-1000,1000,1.455622895145211,
5708,R09208,R09208,4.1.1.-,All balanced,1,"4,5-Chrysenedicarboxylate <=> 5-Chrysenecarboxylate + CO2",C18277 <=> C18282 + C00011,C20H12O4 <=> C19H12O2 + CO2,1.5,1.0,All balanced,,,,-9.789066144,-2.33964554281286,3.329817521792,0.795845488,3.329813844,0,-72.57367713,13.04170149,,1,1,-1000,1000,1.455622895145211,
5709,R09209,R09209,1.14.12.-,All balanced,1,"Benzo[a]pyrene + NADH + H+ + Oxygen <=> Benzo[a]pyrene-cis-11,12-dihydrodiol + NAD+",C07535 + C00004 + C00080 + C00007 <=> C18284 + C00003,C20H12 + C21H29N7O14P2 + H + O2 <=> C20H14O2 + C21H28N7O14P2,1000000.0,3.0,COPNS balanced. H (1.0),,,,-379.285831,-90.651589323986,5.222688326112,1.248252468,5.222682559,0,-430.6550581,-287.9627604,,0,0,0,1000,0.9740126155576638,
5710,R09211,R09211,3.3.2.-,All balanced,1,"Benzo[a]pyrene-11,12-epoxide + H2O <=> Benzo[a]pyrene-trans-11,12-dihydrodiol",C18286 + C00001 <=> C18285,C20H12O + H2O <=> C20H14O2,1000000.0,3.0,All balanced,,,,-2.87e-06,-6.8594722e-07,0.0,0.0,0.0,1,0.0,0.0,,1,1,-1000,1000,0.0,
5711,R09212,R09212,1.3.-.-,COPNS balanced. H (-2.0),1,"Benzo[a]pyrene-trans-11,12-dihydrodiol <=> 11,12-Dihydroxybenzo[a]pyrene",C18285 <=> C18280,C20H14O2 <=> C20H12O2,1000000.0,3.0,COPNS balanced. H (-2.0),,,,-107.6518704,-25.7294429368224,5.181058065848,1.238302597,5.181052345,0,-136.19033,-79.1134109,,0,0,0,1000,,
5712,R09213,R09213,1.3.1.-,All balanced,1,"4,6-Dichloro-3-methyl-cis-1,2-dihydroxycyclohexa-3,5-diene + NAD+ <=> 4,6-Dichloro-3-methylcatechol + NADH + H+",C18301 + C00003 <=> C18302 + C00004 + C00080,C7H8Cl2O2 + C21H28N7O14P2 <=> C7H6Cl2O2 + C21H29N7O14P2 + H,1000000.0,1.0,All balanced,,,,56.49118957,13.5017332543674,200000.22092552,47801.20003,200000.0001,1,0.0,0.0,,1,1,-1000,1000,2.292765842371284,
5713,R09214,R09214,1.13.11.-,All balanced,1,"4,6-Dichloro-3-methylcatechol + Oxygen <=> 3,5-Dichloro-2-methylmuconate",C18302 + C00007 <=> C18303,C7H6Cl2O2 + O2 <=> C7H6Cl2O4,1000000.0,1.0,All balanced,,,,-272.8722523,-65.2181055332138,200000.22092552,47801.20003,200000.0001,1,0.0,0.0,,1,1,-1000,1000,1.665266108653318,
5714,R09215,chloromuconate chloromuconate,5.5.1.7,All balanced,1,"3,5-Dichloro-2-methylmuconate <=> 3,5-Dichloro-2-methylmuconolactone",C18303 <=> C18308,C7H6Cl2O4 <=> C7H6Cl2O4,1000000.0,1.0,All balanced,,,,-135.8083427,-32.4590087553562,100000.11077656,23900.60009,100000.0004,1,0.0,0.0,,1,1,-1000,1000,1.429835832947887,1.429835832947887
